Modelo,Accuracy,Loss,Tiempo de Inferencia (s),Parámetros (M)
AlexNet (V2.0),0.9016018509864807,0.28021618723869324,4.0451109409332275,8.5
MobileNetV2 (V3.0),0.9359267950057983,0.19645994901657104,2.319988965988159,3.5
ResNet50 (V4.0),0.9359267950057983,0.249860942363739,8.354688882827759,25.6
